label,text
request,phone number
inform,belgium
inform,korean food
thankyou,thank you good bye
inform,thai food
affirm,yes
inform,any
inform,im looking for a moderately priced restaurant serving basque food
confirm,is there a cheap restaurant that serves vietnamese food
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town
bye,good bye
request,what part of town
reqalts,give me something else
inform,i would like a moderately priced restaurant
request,phone number
inform,european
inform,i want a restaurant in the unintelligible that serves belgium food
request,what is the address
inform,cheap restaurant
request,phone number
inform,austria asian restaurant in the center of town
request,what is the phone number
inform,mediterranean food
request,whats the phone number
inform,im looking for an expensive restaurant in the south part of town
thankyou,okay thank you goodbye
inform,im looking for a cheap restaurant serving modern european type of food
reqalts,what else
inform,expensive
negate,no
null,noise
inform,im looking for a cheap restaurant in the west part of town
request,phone number
request,and the phone number
inform,moderately restaurant
request,what is the address and phone number
inform,restaurant east
inform,moderately priced
null,aristrain
thankyou,thank you good bye
request,and what is the phone number
inform,dont care
reqalts,how about indian food
inform,im looking for a cheap restaurant in the north part of town
thankyou,thank you goodbye
inform,portuguese food
thankyou,thank you good bye
affirm,yes
inform,im looking for a restaurant in the west part of town serving
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap mexican food
inform,expensive
inform,polynesian food
affirm,yes
inform,any kind in the north part of town
inform,south
request,whats the addre
request,address
inform,scandinavian
reqalts,how about italian food
request,post code
reqalts,is there anything else
request,whats the price range
inform,uh turkish
inform,im looking for an expensive restaurant
inform,french food
inform,cheap restaurant portuguese
thankyou,thank you good bye
request,phone number
request,may i have the phone number
inform,moderately priced
reqalts,how about mediterranean food
thankyou,thank you good bye
inform,i dont care
inform,cheap
inform,barbecue
null,sil
request,what is the address
inform,expensive
inform,im looking for a moderately priced restaurant in the south part of town
inform,i dont care
reqalts,how about british food
inform,dont care
affirm,yes
inform,east part of town
reqalts,anything else
request,okay what is the addre
inform,i dont care
thankyou,thank you good bye
inform,portuguese food
thankyou,thank you good bye
inform,north
inform,north american food
request,address
thankyou,thank you good bye
thankyou,thank you good bye
request,what part of town
inform,moderate
inform,catalan food
request,what is the post code
request,what type of food is it
request,what is the address noise
request,may i have the phone number
thankyou,thank you good bye
reqalts,how about indian food
reqalts,what about gastropub
reqalts,anything else
inform,air tran
request,address
request,type of food
inform,i dont care
inform,north
affirm,yes
request,what type of food
reqalts,how about portuguese food
inform,i am looking for a moderate priced restaurant in the west of town
reqalts,how about italian type of food
inform,im looking for a cheap restaurant in the west part of town
request,whats their phone number
affirm,yes
null,um hm
thankyou,thank you good bye
inform,moderate
request,whats the phone number
inform,any
request,phone number
inform,asian oriental food
request,whats the phone number
inform,the north part of town
thankyou,okay thank you good bye
request,what kind of food
thankyou,thank you good bye
thankyou,thank you good bye
request,can i get the address and phone number
inform,any type of area
inform,i dont care
inform,russian food
request,what is the phone number
affirm,yes
thankyou,thank you good bye
inform,doesnt matter
request,okay and h can i get the address
null,unintelligible
null,unintelligible
request,phone number
inform,dont care
thankyou,thank you good bye
inform,i want to find a cheap restaurant
inform,doesnt matter
reqalts,is there anything else
inform,is there is no such venue that have asian oriental type of food
inform,i need a restaurant that serves
null,noise
null,noise
inform,in the center
inform,moderately priced restaurant
thankyou,thank you good bye
request,post code
inform,west part of town
inform,im looking for a moderately priced restaurant in the east part of town
request,whats the phone number
inform,expensive restaurant south part of town
inform,italian food
thankyou,thank you good bye
request,whats the area
reqalts,how about one serving jamaican food
negate,no
thankyou,thank you good bye
request,what is their post code
reqalts,how about european food
inform,greek
null,cough
inform,i dont care
inform,it doesnt matter
inform,west
request,how about the phone number
request,what is the address and post code
thankyou,thank you good bye
request,may i have the address
null,bout
thankyou,i know thank you goodbye
negate,no
inform,thai food
inform,dont care
request,what is the phone number and address
inform,south part of town
reqalts,how about chinese food
inform,im looking for
inform,i want a moderately priced restaurant in the north town
reqalts,is there anything ele
inform,expensive
inform,south part
thankyou,thank you goodbye
inform,thai food
thankyou,thank you good bye
request,post code
request,what is the phone number
request,what type of food
null,noise
repeat,try calling again in one minuet
inform,it should serve french food
inform,expnsive
thankyou,thank you
affirm,yes
inform,any asian oriental
request,phone number
inform,west part of town
inform,east part of town
thankyou,thank you good bye
reqalts,okay how about indian food
inform,im looking for a restaurant in the north part of town
thankyou,thank you
affirm,yes
negate,no
thankyou,thank you goodbye
request,type of food they served
inform,north american food
thankyou,thank you good bye
inform,in the south
inform,any restaurants
inform,uh it doesnt matter
request,phone number
thankyou,thank you good bye
request,may i have the phone number
inform,english
reqalts,what about portuguese food
ack,well take that one
request,whats the phone number for hotel dubai
inform,gastropub
inform,american
inform,i dont care
affirm,right
inform,north
inform,i dont care
reqalts,what about spanish food
request,price range
inform,serving romania food
inform,i dont care
inform,im looking for a cheap restaurant in the west part of town
request,can you give me the address and phone number
request,and the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,a phone number please
inform,i dont care is there any north part of town
reqalts,anything else
request,address
request,address
confirm,is it in the west part of town
reqalts,how about french
inform,vietnamese food
inform,im looking for a
affirm,yes
thankyou,thank you good bye
request,can i have post code
null,incorrect
affirm,yes
reqalts,is there anything else
negate,no singaporean
negate,no
negate,no
inform,italian food
thankyou,thank you good bye
inform,i want thai food
affirm,yes
thankyou,thank you good bye
request,can i get the address
inform,any
inform,i dont care
request,the address
request,what type of food does it serve
inform,south part of town
inform,any
request,whats the address
inform,noise um in the east part of town
inform,it doesnt matter
request,what is the address
inform,dont care
thankyou,thank you good bye
request,could i have the address phone number and post code
inform,any
request,whats their phone number
inform,dont matter
inform,vietnamese food
inform,australian
inform,in the east part of town
null,okay
inform,im looking for a restaurant with thai type
inform,im looking for am expensive restaurant in the south part
inform,swiss
request,could i have its phone number
inform,iam looking for a restaurant that serves portuguese food
inform,im looking for a moderately priced restaurant in the south of town
request,phone number
inform,i dont care
request,phone number
affirm,yes
request,can i get the address
request,may i have the phone number
negate,no
thankyou,thank you good bye
inform,doesnt matter
inform,i dont care
null,what is one of them
request,area
request,address
affirm,yes
request,can i have the address and phone number
null,sil
request,whats the phone number
inform,north
inform,i want a gastropub restaurant
reqalts,how about vietnamese
inform,looking for a cheap restaurant in the east part of town
request,and their address
inform,im looking for a restaurant in the west part of town that serves caribbean
request,address
inform,greek food in the north part of town
request,address
request,phone number
inform,i need a moderately priced restaurant in the north of town
request,phone number
inform,moderate
confirm,is it cheap
inform,african food
inform,im looking for a cheap restaurant in the west part of town
inform,christmas food
reqalts,how about the center area
bye,good bye
reqalts,anything else
thankyou,thank you good bye
inform,italian food
request,phone number
inform,basque food
request,whats its address
request,what is the address
inform,dont care
request,type of food does it serve
affirm,yes
reqalts,how about korean food
inform,looking for an expensive restaurant in the east part of town
inform,can i have an asian oriental restaurant in the
null,noise
thankyou,thank you good bye
bye,good bye
request,whats the phone number
inform,the south part of town
request,phone number
inform,moderate
inform,north
request,okay can i have the phone number
inform,thai food in the west of town
null,sil
inform,korean
inform,west
request,whats the address
request,address
inform,like to find a restaurant in the east part of town and it should serve indian food
inform,italian food
inform,catalan food north part of town
thankyou,thank you good bye
inform,mediterranean
inform,im looking for a restaurant in the west part of town
inform,im looking for a restaurant in the south part of town
inform,any
inform,center
request,phone number
inform,any cheap food
request,address
inform,i want a moderately priced restaurant in the west part of town
inform,i dont care
inform,any
thankyou,thank you goodbye
request,and the phone number
deny,wrong
inform,i am looking for a moderately priced restaurant in the west part of town
inform,i would like a moderately priced restaurant serving african food
bye,good bye
inform,im looking for a restaurant in the center of town serving jamaican food
request,phone number
bye,good bye
request,breath okay uh thats great how bout the address
inform,british food
inform,spanish food
affirm,yes
inform,id like to find a restaurant that serves korean food
request,phone number
thankyou,thank you good bye
request,phone number
thankyou,thank you goodbye
null,sil
thankyou,thank you goodbye
inform,restaurant with scandin
request,um what is the address and phone number
inform,portuguese food
inform,im looking for a moderately priced restaurant in the south part of town
inform,korean
thankyou,thank you
request,and whats the phone number for that
inform,i want a restaurant in the west part of town serving thai food
affirm,uh yes mexican please
inform,i would like chinese food
inform,thai food
reqalts,how about chinese food
inform,im looking for a cheap restaurant serving belgain food
request,can i have the phone number and the address please
inform,i dont care
inform,cantonese
thankyou,thank you goodbye
hello,hello hello oh your on the phone yea
request,phone number
null,sil
null,sil
thankyou,thank you goodbye
inform,uh creative food
request,phone number
inform,east
confirm,does it serve korean
inform,i want to find a restaurant in the center and it should serve vietnamese food
affirm,yes
inform,european food
request,phone number
request,what is the address
inform,traditional food
inform,i dont care
inform,it does not matter
repeat,back
request,phone number and type of food
thankyou,thank you good bye
inform,im looking for thai food
inform,center
null,noise
inform,basque
inform,moderately priced restaurants
inform,im looking for a restaurant in the center of town that
thankyou,thank you goodbye
inform,north
request,address
reqalts,next
inform,barbecue food
inform,chinese food
request,what is the phone number and post code
affirm,yes
request,price range
request,what area is that in
request,price range
reqalts,is there anything else
null,noise
reqalts,uh anything else
request,may i have the address and phone number and post code
inform,uh i need one in the cheap price range
reqalts,how about gastropub type of food
inform,noise west
request,the address
inform,i want a polynesian restaurant in the north part of town
inform,im looking for a restaurant in the center of town that serves
reqalts,how about chinese
inform,any
reqalts,how about korean food
affirm,yes
request,phone number
inform,moderate
inform,restaurant west part of town
request,phone number
inform,unintelligible food
reqalts,is there anything else
inform,alright i want a restaurant in any
affirm,yea
request,phone number
null,unintelligible
inform,expensive
null,what was
inform,center of town
thankyou,thank you good bye
inform,italian food
affirm,yes
request,address and phone number
inform,in the moderately price
inform,is there an expensive restaurant that serves korean food
affirm,ah yes can i get a restaurant that serves french food
request,whats the phone number
inform,im looking for a moderately priced restaurant
inform,north
request,what is the phone number
negate,no caribbean
request,what is the address
thankyou,thank you good bye
inform,i dont care
request,what is the address
request,what is the address
request,what is the address
restart,start over
thankyou,thank you good bye
thankyou,thank you good bye
inform,indian food
request,phone number
inform,italian food
reqalts,anything else
thankyou,thank you good bye
request,whats the address
request,address and phone number
request,whats the address
inform,caribbean food
inform,i want to find a cheap restaurant
thankyou,thank you good bye
inform,gastropub food
negate,no i am looking for a vietnamese restaurant
null,moder
inform,uh the north
inform,dont care
request,and the phone number
request,may i have the address and phone number
inform,i do not care
null,noise
inform,south area
negate,no im looking for pan asian food
inform,i dont care
thankyou,thank you goodbye
inform,thai type of food
request,what is the address and phone number
affirm,yes
inform,im looking for a cheap restaurant in the south part of town
inform,east
inform,north
null,noise
inform,it does not matter
request,okay whats the phone number
inform,are there any that serves portuguese food
inform,korean
request,whats the address
inform,im looking for a restaurant
bye,good bye
inform,doesnt matter
inform,east
thankyou,thank you good bye
confirm,is it in the north part of town
inform,asian oriental
thankyou,thank you good bye
null,how about
null,unintelligible
inform,a restaurant
inform,im looking for a moderately priced restaurant that serves japanese
inform,im looking for an expensive restaurant that serves thai food
request,and whats the phone number
affirm,right
thankyou,thank you good bye
inform,east
reqalts,what about chinese in the south part of town
negate,no
thankyou,okay thank you good bye
inform,center part of town
inform,modern european
inform,any
affirm,uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food
request,and the phone number
inform,a cheap restauran
inform,any type of food
inform,chinese food
thankyou,thank you good bye
request,whats the address
inform,vietnamese food
request,the address
inform,italian
thankyou,thank you
request,could i have the phone number and type of food
thankyou,thank you good bye
inform,im looking for mediterranean food
request,what is the address
inform,traditional food
inform,canapes food
inform,north
inform,expensive restaurant european food
inform,it doesnt matter
request,address
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the south part of town
inform,looking for a cheap restaurant in the west part of town
inform,moderate
request,phone number
request,perfect may i have the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,i need a restaurant in the west part of town that serves european food
thankyou,thank you good bye
request,phone number
inform,west
inform,vietnamese food
thankyou,thank you good bye
inform,doesnt matter
reqalts,is there anything else
inform,basque
inform,vietnamese
reqalts,is there anything else
inform,i want to find a restaurant in the center that serves irish
request,phone number
inform,i dont care
inform,i want a cheap restaurant in the east part of town
reqalts,what about vietnamese food
bye,good bye
request,type of food
inform,lebanese
negate,no
affirm,ye
inform,expensive
request,phone number
request,whats the phone number
negate,no
thankyou,thank you good bye
request,address
request,phone number
thankyou,thank you
inform,i dont care
thankyou,thank you good bye
reqalts,how about italian
request,what is its address
reqalts,anything else
affirm,yes
inform,dont care
inform,the west part
inform,italian
null,noise
inform,i do i dont care
inform,moderate
null,sil
inform,scandinavian food
inform,im looking for an expensive restaurant in the east part of town
thankyou,thank you good bye
reqalts,how about thai food
inform,im looking for a cheap restaurant in the south part of town
request,the address
inform,any price range
request,phone number
bye,alright thank you good bye
null,sil
inform,afghan
bye,goodbye
inform,gastropub
request,type of food
inform,north
request,what type of food
request,whats the address phone number
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
request,whats the address phone number and area
request,telephone number
request,and the post code
reqalts,how about vietnamese food
inform,south
inform,west part of town
thankyou,thank you goodbye noise
inform,belgium food
affirm,yes
request,what is the phone number
null,noise
inform,looking for a moderately priced restaurant that serves unusual food
request,phone number
inform,dont care
thankyou,thank you good bye
negate,no i want
inform,uh european food
request,what is the address and phone number
inform,a chinese restaurant in the south part of town
affirm,yes
confirm,okay does it serve indian food
thankyou,thank you good bye
inform,dont care
inform,danish food
inform,it doesnt matter
inform,cantonese food
inform,a cheap mexican restaurant
inform,expensive food
inform,bask food
request,can you give me the phone number
inform,any area
inform,austallison
inform,european food
inform,cheap
request,whats the post code
request,what is the address and post code
thankyou,uh thank you good bye
inform,spanish food
request,part of town
affirm,yes
thankyou,thank you good bye
request,whats the address
reqalts,what about international food
inform,i want an expensive restaurant serving european food
inform,im looking for a restaurant in the center of town that serves thai food
thankyou,thank you good bye
request,what is the address
reqalts,how about portuguese food
inform,cheap restaurant
inform,dont care
request,does it serve
hello,halo
null,unintelligible
inform,moderately priced restaurant
request,phone number and address
affirm,yes
inform,bistro food
inform,steak house food
reqalts,how about international
inform,cheap
request,type of food
request,postcode
inform,african
request,what is the phone number
affirm,yes
inform,im looking for a restaurant in the north part of town that serves belgian food
inform,greek
inform,any
inform,find me a restaurant in the north part of town
inform,gastropub food
request,and the address
inform,expensive
inform,any area
inform,modern european
request,and the area
request,and what type of food do they serve
thankyou,thank you good bye
thankyou,thank you good bye
inform,part of town and it serves mediterranean food
inform,korean food
request,whats the post code
request,phone number
thankyou,thank you good bye
null,unintelligible
thankyou,thank you good bye
request,address
thankyou,thank you good bye
thankyou,thank you
confirm,is it in the west part of town
affirm,yes korean food
request,what is the phone number
request,whats the address
inform,serves lebanese food
affirm,yes
thankyou,okay thank you good bye
inform,yea im looking for a really cheap restaurant
request,price range
negate,no i want halal food
request,may i have the phone number and post code please
reqalts,is there anything else
thankyou,thank you good bye
request,phone number
inform,what about kosher food
request,phone number
reqalts,how about canape
affirm,yes barbecue food
inform,cheap
request,what type of food
inform,moroccan food
inform,unintelligible restaurant
null,sil
thankyou,thank you goodbye
thankyou,thank you good bye
inform,on the south part of town
inform,i would like to find a moderately priced restaurant in the east part of
thankyou,thank you good bye
thankyou,thank you good bye
request,what kind of food do they serve
null,sil
inform,belgium
inform,im looking for barbecue food
inform,id like thai food
null,static
request,address
thankyou,thank you goodbye
inform,modern european
request,what is the address
inform,singaporean
inform,i want to find a restaurant in the we
inform,east part of town
inform,it doesnt matter
null,noise
thankyou,thank you good bye
inform,id like a european food
reqalts,anything else
request,phone number
inform,moderate
request,whats the address
inform,venetian
request,what is the address
thankyou,thank you good bye
inform,sea food
affirm,yes
inform,australasian
inform,it doesnt matter salad
inform,im looking for a cheap restaurant in the south part of town
request,how about the phone number
reqalts,whats another one
affirm,yes
inform,a cheap
negate,no
inform,i dont care
thankyou,thank you good bye
thankyou,thank you goodbye
null,is
reqalts,is there anything else
request,whats their post code
thankyou,thank you good bye
request,whats the address
thankyou,thank you good bye
request,could you give me a address
request,address
thankyou,okay thank you good bye
inform,i dont care
inform,serving austrian food
inform,south
request,area
thankyou,thank you good bye
repeat,repeat
request,whats his addre
inform,spanish
reqalts,how about indian food
inform,i dont care
inform,iam looking for a restaurant in any area that serves swiss food
request,whats the address
inform,im looking for a moderately priced restaurant that serves british food
null,sil
inform,cross over
inform,east part of town
thankyou,thank you good bye
request,what is the post code
inform,i dont care
request,whats the address
request,breath may i have the phone number and address please
inform,moderately
request,the phone number
reqalts,is there anything else
inform,looking for a cheap restaurant in the south part of town
inform,looking for a moderately priced creative food
request,what are the address
inform,i would like to find a restaurant in the centre
reqalts,is there anything else
inform,im looking for a restaurant in the center of town that serves mediterranean
inform,persian food
bye,good bye
inform,ah i dont care
request,where is it
inform,um anything
reqalts,how about chinese
request,and the phone number
request,whats the address and post code
inform,thai thai
inform,i would like to find a cheap restaurant
reqalts,anything else
inform,any
inform,i dont care
null,unintelligible
negate,no thank you goodbye
inform,dont care
request,phone number
request,post the phone number
request,what is the address of prezzo
request,price range
affirm,yes
null,unintelligible
request,and their address and phone number
inform,dont care
inform,dont care
inform,looking for a restaurant in the north side of town
inform,italian food
reqalts,what about asian oriental
request,what is the address
inform,restaurant in the center
null,noise
inform,restaurant in north part of town
inform,spanish
thankyou,thank you good bye
request,whats the addre
request,can i get the phone number
inform,french restaurant
request,whats the address
inform,indian food
inform,north american food
inform,moderate price
request,what is the phone number
request,phone number
inform,im looking for a restaurant in any area
null,inaudible
inform,im looking for a restaurant that serves african food
inform,european food
request,telephone number
inform,indian type of food
request,phone number
request,what type of food do they serve
request,what is the phone number
inform,any kind of food
request,what is the address
negate,no
request,post code
thankyou,thank you goodbye
inform,i dont care
inform,im looking for a chinese restaurant
inform,a restaurant in the center that serves mediterranean food
request,how much
inform,dont care
null,cough
inform,cheap
inform,european food
inform,id like a restaurant that serves asian food
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
request,can i get the address
request,phone number and address
request,whats the phone number
request,and the post code
request,and where is it
thankyou,thank you good bye
request,whats the price range
request,type of food
inform,south
inform,i need a restaurant serving chinese food
request,the phone number
request,and whats the phone number
thankyou,thank you good bye
affirm,yes
inform,it does not matter
inform,east part of town
inform,chinese food
thankyou,thank you good bye
inform,indian
inform,turkish food
reqalts,what about vietnamese food
request,address
inform,i need a moderate priced restaurant in the north part of town
reqalts,do you have any other restaurant
inform,any
inform,i would like to find a cheap restaurant in the south part of town
inform,cheap restaurant
inform,uh any type of food
inform,the center
reqalts,anything else
request,what is the address
inform,indian food noise
request,whats the address
thankyou,thank you good bye
inform,expensive restaurant in the east
inform,i dont care
thankyou,thank you good bye
request,whats the address
request,whats the address
thankyou,thank you good bye
null,noise
request,address and phone number
thankyou,thank you good bye
null,noise
request,and can i get the address
thankyou,thank you good bye
inform,cuban restauran
inform,food
inform,middle
affirm,yes
request,whats the address
inform,cheap
reqalts,is there anything else
inform,north
reqalts,how about asian oriental
request,the address and phone number
affirm,yes
inform,moderate
reqalts,anything else
affirm,right
request,okay can i have the address
reqalts,how about chinese
inform,barbecue food
thankyou,thank you good bye
confirm,does it serve halal food
affirm,yes
reqalts,how about a korean restaurant
request,okay can i have the phone number
thankyou,thank you goodbye
thankyou,thank you good bye
thankyou,thank you good bye
request,what kind of food does it serve
reqalts,noise is there anything else
inform,modereate
inform,cheap restaurant
inform,im looking for a restaurant in the east part of town that serves traditional food
inform,unintelligible irish food
inform,cheap
inform,it doesnt matter hungarian food
request,can i have the phone number
inform,i dont care
inform,im looking for french food
inform,expensive italian
reqalts,what about asian oriental
request,type of food does pizza hut serve
inform,any
inform,asian oriental
inform,i dont care
thankyou,thank you good bye
null,noise
inform,cuban
reqalts,uh is there anything else
inform,i would like a cheap
inform,european food
thankyou,thank you good bye
affirm,yes
inform,center area
request,what is the address
request,can i have the address
request,whats the address
inform,african
request,whats the address
thankyou,thank you goodbye
request,phone number
inform,creative food
reqalts,anything else
inform,dont care
thankyou,thank you goodbye
inform,cheap restaurant in the west part of town
thankyou,thank you good bye
affirm,yes
null,sil
inform,im looking for an expensive restaurant in the south part of town
inform,indian
inform,looking for a cheap restaurant and it should be in the west part of town
thankyou,thank you good bye
request,phone number
inform,chinese
thankyou,thank you good bye
request,phone number
inform,chinese food
inform,im looking for an expensive restaurant that serves english food
null,the addre
inform,malaysian food
inform,the west part of town
inform,um i need a vietnamese restaurant in any price range
request,what is the address
affirm,yeah
thankyou,thank you goodbye
inform,brazilian
inform,i dont care
inform,i dont care
request,address
inform,west
inform,uh moderately price
inform,any type
affirm,yes
thankyou,thank you good bye
inform,signaporian
inform,international food
request,phone number
thankyou,thank you good bye
request,address
inform,persian
inform,canapes
inform,uh moderately priced restaurants in the south part of
request,what is the address
inform,would like british food
request,whats the address
request,the phone number
inform,im looking for a restaurant in the south part of town
inform,north
request,what is the address and phone number
negate,no italian food
inform,im looking for a moderately priced restaurant in the
thankyou,thank you good bye
reqalts,is there anything else
thankyou,thank you good bye
request,whats their address and phone number
reqalts,um is there anything else
reqalts,anything else
thankyou,thank you good bye
inform,irish food noise
request,may i have the phone number and address
inform,any kind
request,phone number
thankyou,thank you good bye
inform,italian food
inform,bistro food
affirm,yes
inform,restaurant with corsica food
request,can you give me the address
reqalts,is there anything else
inform,korean food
inform,i dont care
inform,i dont care
inform,moderately priced restaurant in the north part of town
affirm,yes
null,unintelligible
thankyou,thank you good bye
reqalts,is there anything else
reqalts,what about mediterranean
inform,any
thankyou,okay thank you and goodbye
request,address
thankyou,thank you good bye
request,whats the address
thankyou,thank you good bye
request,sounds good whats the address
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,i need a restaurant serving modern european food
request,phone number
thankyou,thank you good bye
inform,i dont care
inform,im looking for a moderately priced restaurant that serves
thankyou,thank you good bye
request,phone number
inform,moderate ly
inform,it doesnt matter
null,unintelligible
thankyou,thank you good bye
null,unintelligible
inform,korean
affirm,yes
inform,i want scottish food
request,type of food
affirm,yes
inform,i dont care
thankyou,thank you good bye
request,address
inform,uh vietnamese
bye,good bye
inform,north
inform,any spanish
request,phone number and post code
inform,indian
null,whats the code
inform,i dont care
inform,moderately priced restaurant
inform,halal
inform,west
inform,moderate price
inform,im looking for thai food
bye,alright thank you good bye
request,what is the phone number
thankyou,okay thank you goodbye
request,telephone number
inform,noise french food
reqalts,is there anything else
request,area
reqalts,how about russian food
reqalts,how about uh gastropub
inform,spanish
inform,im looking for a restaurant in the center serving african food
request,can i have the phone number and post code
inform,any
inform,american
inform,romanian food
request,address
inform,a cheap restaurant
inform,expensive european food
inform,cheap
inform,turkish
request,may i have the phone number
request,what is the phone number
request,area
inform,was that in the east part of town west part of town
request,phone number
request,address and food
thankyou,thank you good bye
request,whats the address and price range
reqalts,how about portuguese
thankyou,thank you
request,what is the address
reqalts,is there anything else
request,address
inform,im looking for a unintelligible food
reqalts,is there anything serving international food
thankyou,thank you good bye
inform,dont care
inform,south
request,and whats their phone number
thankyou,thank you good bye
bye,great thank you goodbye
inform,cheap price range
inform,south
inform,west area
thankyou,thank you good bye
reqalts,how about korean food
inform,i want to find a expensive restaurant and it should serve english food
inform,food
inform,turkish
negate,no
inform,vietnamese
inform,south part of town
null,okay
request,what kind of food do they serve
null,noise
inform,dont care
request,address
inform,doesnt matter
inform,welsh food
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,i need an address
inform,im looking for portuguese food
request,whats the address
inform,expensive
inform,looking for a cheap restaurant in the north part of town
inform,im looking for a restaurant serving polish food
reqalts,how about indian food
inform,cuban
thankyou,thank you good bye
thankyou,thank you good bye
inform,cuban
request,what type of food do they serve
inform,spanish food
request,can i have their address please
thankyou,thank you goodbye
inform,im looking for a moroccan restaurant in the center of town
inform,i want to find a restaurant in the west part of town
thankyou,thank you good bye
inform,chinese food
request,whats the phone number
deny,not any more
inform,thai
inform,anywhere
inform,i want italian food
affirm,yes
request,in the cheap price range
inform,afghan food
null,noise
negate,no
thankyou,thank you goodbye
inform,center
thankyou,thank you good bye
inform,restaurant south
inform,i need a cheap restaurant in the south part of town
request,may i have the address and phone number
inform,doesnt matter
inform,im looking for a cheap restaurant that serves portuguese food
affirm,yes
inform,thai food
reqalts,how about portuguese food
null,sil
inform,im looking for something moderately priced
null,sil
request,may i have the address
request,and whats the phone number
request,phone number
negate,no
thankyou,thank you good bye
null,what
inform,it doesnt matter
inform,moderate
inform,cheap restaurant in the east part of town
null,noise
inform,dont care
inform,im looking for a cheap restaurant in the south part of town
affirm,yes
hello,hi im looking for a moderately priced restaurant in the south part of
request,what area
inform,cuban food
inform,any part
inform,any part
null,sil
inform,any
inform,brazilian
inform,portuguese
inform,cheap
inform,expensive
inform,moderately priced restaurant
inform,thai food
inform,canapes food
thankyou,thank you
inform,east
request,phone number
inform,doesnt matter
inform,south of the town
inform,asian oriental food in the centre
inform,south
reqalts,how about portuguese
inform,any type
affirm,yes
request,address
inform,im looking for a restaurant in the north part of town serving italian food
request,phone number
affirm,yes
null,sil
request,and what about the phone number
inform,cheap
reqalts,is there anything else
request,what is the address and phone number
inform,moderate priced
request,price range
inform,i need a restaurant that serves turkish food
request,what is the post code
null,sil
thankyou,thank you goodbye
request,the address
request,type of food
request,what is the address and phone number
inform,i dont know
inform,east
thankyou,thank you good bye
request,can i have the address
request,what is the post code
request,may i have the address and post code
affirm,yes
request,what is the address and phone number
request,what type of food
negate,no thank you good bye
inform,italian food
inform,korean
affirm,yes
inform,portuguese food
inform,any food
inform,i need a restaurant in the east part of town
inform,moderate priced
request,whats the phone number and price range
reqalts,how about italian food in the west of town
inform,can i find an indian
affirm,yes
thankyou,thank you good bye
request,whats the address and area
reqalts,is there anything else
inform,what about modern european
inform,english food
reqalts,how about european
inform,turkish food
reqalts,anything else
thankyou,thank you good bye
inform,moderately priced
inform,i dont care
inform,doesnt matter
request,address
thankyou,thank you good bye
request,what type of food do they ser
inform,modern european food
thankyou,thank you good bye
null,noise
thankyou,thank you good bye
inform,restaurant west
thankyou,thank you goodbye
reqalts,anything else
request,i want to know the address and phone number
inform,north american food
inform,north
inform,i dont care
inform,i dont care
request,what is the address and postcode
inform,breath i dont care
inform,turkish
thankyou,thank you good bye
request,what is the type of food
affirm,right
inform,west
bye,good bye
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes indian food
inform,food
inform,anywhere
inform,tuscan
inform,dont care
request,whats their phone number
request,whats the address
inform,french food
inform,moderately priced restaurant north part of town
reqalts,how about vietnamese
affirm,yes
thankyou,thank you good bye
inform,i want to find an expensive restaurant in the east part of t
inform,any price range
request,what kind of food do they serve
ack,thatll do dear whats the address of that venue
thankyou,tv_noise thank you goodbye
inform,any
reqalts,how about indian food
inform,asian oriental
inform,id like a restaurant that serves gastropub food
inform,i dont care
request,phone number
request,and whats the phone number
confirm,is there a indian restaurant in the south part of town
inform,im looking for an expensive restaurant in the south part of town
inform,id like a moderately priced restaurant in the west part of town
inform,id like to find a restaurant in the north part of town serving french food
null,noise
affirm,yes
request,type of food do they serve
request,can i have the phone number
null,unintelligible
reqalts,is there anything else
affirm,yes
inform,south
inform,moderate
request,phone number
request,address please
inform,id like an expensive restaurant in the south part of town
inform,west part of town
request,whats the post code
affirm,yes
thankyou,thank you good bye
thankyou,okay thank you bye
thankyou,thank you good bye
null,noise
inform,i want an expensive restaurant that serves portuguese food
inform,ah can i find a unintelligible restaurant serving scotch food
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate price
inform,any
null,noise
request,the address
inform,i dont care
inform,east
request,and the phone number
inform,creative food
inform,steak house
inform,portuguese food
inform,russian food
inform,uh im not interested in the type
inform,anything cheap
request,whats the address
null,sil
inform,swedish
request,do you have the phone number and post code
request,can i get the address
affirm,yes
null,unintelligible
request,can i get the phone number
inform,asian oriental
inform,north part of town
inform,eritrean
inform,dont care
request,what is the address
request,whats the signature dish
null,unintelligible
deny,i dont want turkish
inform,irish food
inform,im looking for a cheap restaurant in the east part of town
null,i want
inform,gastro pub
null,sil
inform,moderate
inform,how bout thai
inform,looking for something with gastropub on the east side of town
request,what area is that
inform,hungarian
null,serving
